value,partials
0.9769423737756427,"Partials(0.9769423737756427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.0033920559986899243,"Partials(0.0, 0.0033920559986899243, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.6288363662334364,"Partials(0.0, 0.0, 0.6288363662334364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.09978247990413068,"Partials(0.0, 0.0, 0.0, 0.09978247990413068, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.09978247990413068,"Partials(0.0, 0.0, 0.0, 0.0, 0.09978247990413068, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.09978247990413068,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.09978247990413068, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.09978247990413068,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09978247990413068, 0.0, 0.0, 0.0, 0.0)"
0.9993472414913831,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9993472414913831, 0.0, 0.0, 0.0)"
0.000108884264797642,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000108884264797642, 0.0, 0.0)"
1.0845969352453442,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0845969352453442, 0.0)"
0.9721900497362125,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9721900497362125)"
0.9569824985080058,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.15794444013828174,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.9725347187044496,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
7.692631136067666e-5,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.0011667780445913396,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.0011667780445913406,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.0011667780445913406,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.0009991498678968264,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.000999149873246012,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
0.1491368151467178,"Partials(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
