Dose,Ligand,Skew,Date,Variance,Mean,Kurtosis,alphStatCov,Cell,Time
0.038409,WT N-term,0,3/1/2019,0,28.745239200000015,0,0,NK,2.0
0.012803,WT N-term,0,3/1/2019,0,37.47412110000016,0,0,NK,2.0
0.004268,WT N-term,0,3/1/2019,0,24.961120600000072,0,0,NK,2.0
0.001423,WT N-term,0,3/1/2019,0,0.0,0,0,NK,2.0
0.000474,WT N-term,0,3/1/2019,0,30.096191400000066,0,0,NK,2.0
84.0,WT N-term,0,3/1/2019,0,1738.6640622,0,0,NK,4.0
28.0,WT N-term,0,3/1/2019,0,1393.2590332000004,0,0,NK,4.0
9.333333,WT N-term,0,3/1/2019,0,1060.7065432000004,0,0,NK,4.0
3.111,WT N-term,0,3/1/2019,0,708.7536622000006,0,0,NK,4.0
1.037037,WT N-term,0,3/1/2019,0,341.1744382000003,0,0,NK,4.0
0.345679,WT N-term,0,3/1/2019,0,283.9448242000002,0,0,NK,4.0
0.115226,WT N-term,0,3/1/2019,0,214.96801760000017,0,0,NK,4.0
0.038409,WT N-term,0,3/1/2019,0,150.9873047000002,0,0,NK,4.0
0.012803,WT N-term,0,3/1/2019,0,129.02050780000047,0,0,NK,4.0
0.004268,WT N-term,0,3/1/2019,0,72.89038080000023,0,0,NK,4.0
0.001423,WT N-term,0,3/1/2019,0,0.0,0,0,NK,4.0
0.000474,WT N-term,0,3/1/2019,0,46.8270263000004,0,0,NK,4.0
84.0,WT N-term,0,3/1/2019,0,3555.6658938,0,0,CD8,0.5
28.0,WT N-term,0,3/1/2019,0,2009.3370357999997,0,0,CD8,0.5
9.333333,WT N-term,0,3/1/2019,0,172.36743159999992,0,0,CD8,0.5
3.111,WT N-term,0,3/1/2019,0,136.18609619999995,0,0,CD8,0.5
1.037037,WT N-term,0,3/1/2019,0,145.01025390000007,0,0,CD8,0.5
0.345679,WT N-term,0,3/1/2019,0,64.59704590000001,0,0,CD8,0.5
0.115226,WT N-term,0,3/1/2019,0,127.76696779999997,0,0,CD8,0.5
0.038409,WT N-term,0,3/1/2019,0,72.43316649999997,0,0,CD8,0.5
0.012803,WT N-term,0,3/1/2019,0,0.0,0,0,CD8,0.5
0.004268,WT N-term,0,3/1/2019,0,19.80090329999996,0,0,CD8,0.5
0.001423,WT N-term,0,3/1/2019,0,19.26574709999977,0,0,CD8,0.5
0.000474,WT N-term,0,3/1/2019,0,8.932617199999981,0,0,CD8,0.5
84.0,WT N-term,0,3/1/2019,0,3353.2607424000003,0,0,CD8,1.0
28.0,WT N-term,0,3/1/2019,0,1868.0478514000001,0,0,CD8,1.0
9.333333,WT N-term,0,3/1/2019,0,227.4720459,0,0,CD8,1.0
3.111,WT N-term,0,3/1/2019,0,149.18695060000005,0,0,CD8,1.0
1.037037,WT N-term,0,3/1/2019,0,130.15869140000007,0,0,CD8,1.0
0.345679,WT N-term,0,3/1/2019,0,110.17828370000007,0,0,CD8,1.0
0.115226,WT N-term,0,3/1/2019,0,39.0936279,0,0,CD8,1.0
0.038409,WT N-term,0,3/1/2019,0,49.58142090000001,0,0,CD8,1.0
0.012803,WT N-term,0,3/1/2019,0,58.59375,0,0,CD8,1.0
0.004268,WT N-term,0,3/1/2019,0,58.085571299999856,0,0,CD8,1.0
0.001423,WT N-term,0,3/1/2019,0,35.37957760000006,0,0,CD8,1.0
0.000474,WT N-term,0,3/1/2019,0,0.0,0,0,CD8,1.0
84.0,WT N-term,0,3/1/2019,0,2627.3713994,0,0,CD8,2.0
28.0,WT N-term,0,3/1/2019,0,1463.9795534,0,0,CD8,2.0
9.333333,WT N-term,0,3/1/2019,0,221.97747809999987,0,0,CD8,2.0
3.111,WT N-term,0,3/1/2019,0,130.4063110999998,0,0,CD8,2.0
1.037037,WT N-term,0,3/1/2019,0,111.07312019999983,0,0,CD8,2.0
0.345679,WT N-term,0,3/1/2019,0,81.12847899999986,0,0,CD8,2.0
0.115226,WT N-term,0,3/1/2019,0,67.01983649999977,0,0,CD8,2.0
0.038409,WT N-term,0,3/1/2019,0,32.179138199999784,0,0,CD8,2.0
0.012803,WT N-term,0,3/1/2019,0,40.16625979999981,0,0,CD8,2.0
0.004268,WT N-term,0,3/1/2019,0,24.14154059999987,0,0,CD8,2.0
0.001423,WT N-term,0,3/1/2019,0,20.47949219999964,0,0,CD8,2.0
0.000474,WT N-term,0,3/1/2019,0,0.0,0,0,CD8,2.0
84.0,WT N-term,0,3/1/2019,0,2813.7293093,0,0,CD8,4.0
28.0,WT N-term,0,3/1/2019,0,1704.0598753,0,0,CD8,4.0
9.333333,WT N-term,0,3/1/2019,0,917.5889282999998,0,0,CD8,4.0
3.111,WT N-term,0,3/1/2019,0,371.3203732999999,0,0,CD8,4.0
1.037037,WT N-term,0,3/1/2019,0,202.87042229999997,0,0,CD8,4.0
0.345679,WT N-term,0,3/1/2019,0,169.37835689999997,0,0,CD8,4.0
0.115226,WT N-term,0,3/1/2019,0,131.40905759999998,0,0,CD8,4.0
0.038409,WT N-term,0,3/1/2019,0,76.5554808999998,0,0,CD8,4.0
0.012803,WT N-term,0,3/1/2019,0,49.92828369999995,0,0,CD8,4.0
0.004268,WT N-term,0,3/1/2019,0,17.791931099999942,0,0,CD8,4.0
0.001423,WT N-term,0,3/1/2019,0,30.240173300000038,0,0,CD8,4.0
0.000474,WT N-term,0,3/1/2019,0,0.0,0,0,CD8,4.0
84.0,WT N-term,0,3/1/2019,0,31531.317140999996,0,0,Treg,0.5
28.0,WT N-term,0,3/1/2019,0,36560.160891,0,0,Treg,0.5
9.333333,WT N-term,0,3/1/2019,0,31870.278081,0,0,Treg,0.5
3.111,WT N-term,0,3/1/2019,0,33333.395261000005,0,0,Treg,0.5
1.037037,WT N-term,0,3/1/2019,0,22496.123781,0,0,Treg,0.5
0.345679,WT N-term,0,3/1/2019,0,29720.303471,0,0,Treg,0.5
0.115226,WT N-term,0,3/1/2019,0,8332.024171000001,0,0,Treg,0.5
0.038409,WT N-term,0,3/1/2019,0,6504.895264000001,0,0,Treg,0.5
0.012803,WT N-term,0,3/1/2019,0,395.9399410000001,0,0,Treg,0.5
0.004268,WT N-term,0,3/1/2019,0,410.6499020000001,0,0,Treg,0.5
0.001423,WT N-term,0,3/1/2019,0,0.0,0,0,Treg,0.5
0.000474,WT N-term,0,3/1/2019,0,299.5341800000001,0,0,Treg,0.5
84.0,WT N-term,0,3/1/2019,0,35543.89478,0,0,Treg,1.0
28.0,WT N-term,0,3/1/2019,0,35938.76587,0,0,Treg,1.0
9.333333,WT N-term,0,3/1/2019,0,34855.01978,0,0,Treg,1.0
3.111,WT N-term,0,3/1/2019,0,35262.60962,0,0,Treg,1.0
1.037037,WT N-term,0,3/1/2019,0,26611.53345,0,0,Treg,1.0
0.345679,WT N-term,0,3/1/2019,0,28779.01392,0,0,Treg,1.0
0.115226,WT N-term,0,3/1/2019,0,6802.1037590000005,0,0,Treg,1.0
0.038409,WT N-term,0,3/1/2019,0,2228.004882,0,0,Treg,1.0
0.012803,WT N-term,0,3/1/2019,0,1756.8024899999998,0,0,Treg,1.0
0.004268,WT N-term,0,3/1/2019,0,288.1765130000001,0,0,Treg,1.0
0.001423,WT N-term,0,3/1/2019,0,404.5407710000002,0,0,Treg,1.0
0.000474,WT N-term,0,3/1/2019,0,0.0,0,0,Treg,1.0
84.0,WT N-term,0,3/1/2019,0,30049.047359999997,0,0,Treg,2.0
28.0,WT N-term,0,3/1/2019,0,33676.625490000006,0,0,Treg,2.0
9.333333,WT N-term,0,3/1/2019,0,30090.15088,0,0,Treg,2.0
3.111,WT N-term,0,3/1/2019,0,33746.844240000006,0,0,Treg,2.0
1.037037,WT N-term,0,3/1/2019,0,24674.21143,0,0,Treg,2.0
0.345679,WT N-term,0,3/1/2019,0,25976.80322,0,0,Treg,2.0
0.115226,WT N-term,0,3/1/2019,0,15153.768069999998,0,0,Treg,2.0
0.038409,WT N-term,0,3/1/2019,0,3498.8686529999995,0,0,Treg,2.0
0.012803,WT N-term,0,3/1/2019,0,467.02270599999974,0,0,Treg,2.0
0.004268,WT N-term,0,3/1/2019,0,865.4833989999997,0,0,Treg,2.0
0.001423,WT N-term,0,3/1/2019,0,573.0986330000001,0,0,Treg,2.0
0.000474,WT N-term,0,3/1/2019,0,0.0,0,0,Treg,2.0
84.0,WT N-term,0,3/1/2019,0,32382.451536999997,0,0,Treg,4.0
28.0,WT N-term,0,3/1/2019,0,31662.705446999997,0,0,Treg,4.0
9.333333,WT N-term,0,3/1/2019,0,29730.908567000006,0,0,Treg,4.0
3.111,WT N-term,0,3/1/2019,0,30519.629277,0,0,Treg,4.0
1.037037,WT N-term,0,3/1/2019,0,28243.717167000003,0,0,Treg,4.0
0.345679,WT N-term,0,3/1/2019,0,28512.412476999998,0,0,Treg,4.0
0.115226,WT N-term,0,3/1/2019,0,24165.246457,0,0,Treg,4.0
0.038409,WT N-term,0,3/1/2019,0,25206.355837,0,0,Treg,4.0
0.012803,WT N-term,0,3/1/2019,0,14860.334347,0,0,Treg,4.0
0.004268,WT N-term,0,3/1/2019,0,6767.594116000001,0,0,Treg,4.0
0.001423,WT N-term,0,3/1/2019,0,1382.235962,0,0,Treg,4.0
0.000474,WT N-term,0,3/1/2019,0,0.0,0,0,Treg,4.0
84.0,WT N-term,0,3/1/2019,0,11051.317138,0,0,Thelper,0.5
28.0,WT N-term,0,3/1/2019,0,11286.819088,0,0,Thelper,0.5
9.333333,WT N-term,0,3/1/2019,0,2996.531982000001,0,0,Thelper,0.5
3.111,WT N-term,0,3/1/2019,0,1815.9914550000003,0,0,Thelper,0.5
1.037037,WT N-term,0,3/1/2019,0,428.88867200000004,0,0,Thelper,0.5
0.345679,WT N-term,0,3/1/2019,0,651.4516600000002,0,0,Thelper,0.5
0.115226,WT N-term,0,3/1/2019,0,5.027466000000004,0,0,Thelper,0.5
0.038409,WT N-term,0,3/1/2019,0,87.91357400000015,0,0,Thelper,0.5
0.012803,WT N-term,0,3/1/2019,0,133.223389,0,0,Thelper,0.5
0.004268,WT N-term,0,3/1/2019,0,156.0451660000001,0,0,Thelper,0.5
0.001423,WT N-term,0,3/1/2019,0,90.07653800000003,0,0,Thelper,0.5
0.000474,WT N-term,0,3/1/2019,0,0.0,0,0,Thelper,0.5
84.0,WT N-term,0,3/1/2019,0,6494.997925000001,0,0,Thelper,1.0
28.0,WT N-term,0,3/1/2019,0,4638.240112,0,0,Thelper,1.0
9.333333,WT N-term,0,3/1/2019,0,2536.039184,0,0,Thelper,1.0
3.111,WT N-term,0,3/1/2019,0,2205.4432370000004,0,0,Thelper,1.0
1.037037,WT N-term,0,3/1/2019,0,1009.5943599999998,0,0,Thelper,1.0
0.345679,WT N-term,0,3/1/2019,0,567.748535,0,0,Thelper,1.0
0.115226,WT N-term,0,3/1/2019,0,108.29626499999995,0,0,Thelper,1.0
0.038409,WT N-term,0,3/1/2019,0,182.63476600000013,0,0,Thelper,1.0
0.012803,WT N-term,0,3/1/2019,0,121.58093299999996,0,0,Thelper,1.0
0.004268,WT N-term,0,3/1/2019,0,8.057373000000098,0,0,Thelper,1.0
0.001423,WT N-term,0,3/1/2019,0,119.90002400000003,0,0,Thelper,1.0
0.000474,WT N-term,0,3/1/2019,0,0.0,0,0,Thelper,1.0
84.0,WT N-term,0,3/1/2019,0,2627.2070319999993,0,0,Thelper,2.0
28.0,WT N-term,0,3/1/2019,0,2409.159912,0,0,Thelper,2.0
9.333333,WT N-term,0,3/1/2019,0,1342.482178,0,0,Thelper,2.0
3.111,WT N-term,0,3/1/2019,0,1586.752198,0,0,Thelper,2.0
1.037037,WT N-term,0,3/1/2019,0,786.0463870000001,0,0,Thelper,2.0
0.345679,WT N-term,0,3/1/2019,0,427.37109399999986,0,0,Thelper,2.0
0.115226,WT N-term,0,3/1/2019,0,0.0,0,0,Thelper,2.0
0.038409,WT N-term,0,3/1/2019,0,134.60498099999995,0,0,Thelper,2.0
0.012803,WT N-term,0,3/1/2019,0,59.260986999999886,0,0,Thelper,2.0
0.004268,WT N-term,0,3/1/2019,0,36.29003899999998,0,0,Thelper,2.0
0.001423,WT N-term,0,3/1/2019,0,70.19897499999979,0,0,Thelper,2.0
0.000474,WT N-term,0,3/1/2019,0,50.71093799999994,0,0,Thelper,2.0
84.0,WT N-term,0,3/1/2019,0,7083.772217000001,0,0,Thelper,4.0
28.0,WT N-term,0,3/1/2019,0,4241.525146999999,0,0,Thelper,4.0
9.333333,WT N-term,0,3/1/2019,0,2821.668702,0,0,Thelper,4.0
3.111,WT N-term,0,3/1/2019,0,2050.9626470000003,0,0,Thelper,4.0
1.037037,WT N-term,0,3/1/2019,0,1382.6330569999998,0,0,Thelper,4.0
0.345679,WT N-term,0,3/1/2019,0,1629.426514,0,0,Thelper,4.0
0.115226,WT N-term,0,3/1/2019,0,1220.9492189999999,0,0,Thelper,4.0
0.038409,WT N-term,0,3/1/2019,0,805.4172369999999,0,0,Thelper,4.0
0.012803,WT N-term,0,3/1/2019,0,459.297364,0,0,Thelper,4.0
0.004268,WT N-term,0,3/1/2019,0,271.43652399999996,0,0,Thelper,4.0
0.001423,WT N-term,0,3/1/2019,0,0.0,0,0,Thelper,4.0
0.000474,WT N-term,0,3/1/2019,0,1.9516600000004019,0,0,Thelper,4.0
84.0,WT C-term,0,3/1/2019,0,1232.52597,0,0,NK,0.5
28.0,WT C-term,0,3/1/2019,0,1080.895111,0,0,NK,0.5
9.333333,WT C-term,0,3/1/2019,0,241.8005676000002,0,0,NK,0.5
3.111,WT C-term,0,3/1/2019,0,104.99972529999997,0,0,NK,0.5
1.037037,WT C-term,0,3/1/2019,0,150.5176086000002,0,0,NK,0.5
0.345679,WT C-term,0,3/1/2019,0,161.09414670000007,0,0,NK,0.5
0.115226,WT C-term,0,3/1/2019,0,89.46731570000003,0,0,NK,0.5
0.038409,WT C-term,0,3/1/2019,0,69.00228880000003,0,0,NK,0.5
0.012803,WT C-term,0,3/1/2019,0,100.48080440000007,0,0,NK,0.5
0.004268,WT C-term,0,3/1/2019,0,64.19931029999981,0,0,NK,0.5
0.001423,WT C-term,0,3/1/2019,0,98.4207457999999,0,0,NK,0.5
0.000474,WT C-term,0,3/1/2019,0,0.0,0,0,NK,0.5
84.0,WT C-term,0,3/1/2019,0,1174.0887455000002,0,0,NK,1.0
28.0,WT C-term,0,3/1/2019,0,703.5954585000001,0,0,NK,1.0
9.333333,WT C-term,0,3/1/2019,0,231.10919189999993,0,0,NK,1.0
3.111,WT C-term,0,3/1/2019,0,0.0,0,0,NK,1.0
1.037037,WT C-term,0,3/1/2019,0,149.0364379,0,0,NK,1.0
0.345679,WT C-term,0,3/1/2019,0,124.24029540000004,0,0,NK,1.0
0.115226,WT C-term,0,3/1/2019,0,0.474487300000078,0,0,NK,1.0
0.038409,WT C-term,0,3/1/2019,0,77.05773920000024,0,0,NK,1.0
0.012803,WT C-term,0,3/1/2019,0,62.35192870000003,0,0,NK,1.0
0.004268,WT C-term,0,3/1/2019,0,109.85546870000007,0,0,NK,1.0
0.001423,WT C-term,0,3/1/2019,0,165.20404050000002,0,0,NK,1.0
0.000474,WT C-term,0,3/1/2019,0,70.33905029999994,0,0,NK,1.0
84.0,WT C-term,0,3/1/2019,0,1134.1149905000002,0,0,NK,2.0
28.0,WT C-term,0,3/1/2019,0,1038.5959475000002,0,0,NK,2.0
9.333333,WT C-term,0,3/1/2019,0,393.99829050000005,0,0,NK,2.0
3.111,WT C-term,0,3/1/2019,0,277.08789060000015,0,0,NK,2.0
1.037037,WT C-term,0,3/1/2019,0,197.17993160000015,0,0,NK,2.0
0.345679,WT C-term,0,3/1/2019,0,198.22399900000005,0,0,NK,2.0
0.115226,WT C-term,0,3/1/2019,0,74.38110350000011,0,0,NK,2.0
0.038409,WT C-term,0,3/1/2019,0,0.0,0,0,NK,2.0
0.012803,WT C-term,0,3/1/2019,0,96.52856440000005,0,0,NK,2.0
0.004268,WT C-term,0,3/1/2019,0,97.00231930000007,0,0,NK,2.0
0.001423,WT C-term,0,3/1/2019,0,88.51861570000028,0,0,NK,2.0
0.000474,WT C-term,0,3/1/2019,0,31.744384700000296,0,0,NK,2.0
84.0,WT C-term,0,3/1/2019,0,1147.8536377000005,0,0,NK,4.0
28.0,WT C-term,0,3/1/2019,0,1233.3557127000004,0,0,NK,4.0
9.333333,WT C-term,0,3/1/2019,0,1144.7142337,0,0,NK,4.0
3.111,WT C-term,0,3/1/2019,0,865.5142827000003,0,0,NK,4.0
1.037037,WT C-term,0,3/1/2019,0,309.61193850000006,0,0,NK,4.0
0.345679,WT C-term,0,3/1/2019,0,232.9035644000004,0,0,NK,4.0
0.115226,WT C-term,0,3/1/2019,0,263.6362305,0,0,NK,4.0
0.038409,WT C-term,0,3/1/2019,0,123.18469240000024,0,0,NK,4.0
0.012803,WT C-term,0,3/1/2019,0,0.0,0,0,NK,4.0
0.004268,WT C-term,0,3/1/2019,0,147.25311280000017,0,0,NK,4.0
0.001423,WT C-term,0,3/1/2019,0,146.62127680000037,0,0,NK,4.0
0.000474,WT C-term,0,3/1/2019,0,115.43676760000017,0,0,NK,4.0
84.0,WT C-term,0,3/1/2019,0,1734.4746097,0,0,CD8,0.5
28.0,WT C-term,0,3/1/2019,0,1039.6357426999996,0,0,CD8,0.5
9.333333,WT C-term,0,3/1/2019,0,172.47082520000004,0,0,CD8,0.5
3.111,WT C-term,0,3/1/2019,0,80.93878180000002,0,0,CD8,0.5
1.037037,WT C-term,0,3/1/2019,0,71.25531009999997,0,0,CD8,0.5
0.345679,WT C-term,0,3/1/2019,0,45.763488800000005,0,0,CD8,0.5
0.115226,WT C-term,0,3/1/2019,0,0.0,0,0,CD8,0.5
0.038409,WT C-term,0,3/1/2019,0,91.93237309999995,0,0,CD8,0.5
0.012803,WT C-term,0,3/1/2019,0,73.46545409999999,0,0,CD8,0.5
0.004268,WT C-term,0,3/1/2019,0,44.6953125,0,0,CD8,0.5
0.001423,WT C-term,0,3/1/2019,0,15.674438499999951,0,0,CD8,0.5
0.000474,WT C-term,0,3/1/2019,0,9.804443399999968,0,0,CD8,0.5
84.0,WT C-term,0,3/1/2019,0,1618.7132567000003,0,0,CD8,1.0
28.0,WT C-term,0,3/1/2019,0,727.7319337000001,0,0,CD8,1.0
9.333333,WT C-term,0,3/1/2019,0,153.50183110000023,0,0,CD8,1.0
3.111,WT C-term,0,3/1/2019,0,6.970703100000037,0,0,CD8,1.0
1.037037,WT C-term,0,3/1/2019,0,78.66699219999998,0,0,CD8,1.0
0.345679,WT C-term,0,3/1/2019,0,56.857238800000005,0,0,CD8,1.0
0.115226,WT C-term,0,3/1/2019,0,23.918273900000145,0,0,CD8,1.0
0.038409,WT C-term,0,3/1/2019,0,95.85278320000009,0,0,CD8,1.0
0.012803,WT C-term,0,3/1/2019,0,68.9626465,0,0,CD8,1.0
0.004268,WT C-term,0,3/1/2019,0,28.022827199999938,0,0,CD8,1.0
0.001423,WT C-term,0,3/1/2019,0,19.5078125,0,0,CD8,1.0
0.000474,WT C-term,0,3/1/2019,0,0.0,0,0,CD8,1.0
84.0,WT C-term,0,3/1/2019,0,1276.3297122000001,0,0,CD8,2.0
28.0,WT C-term,0,3/1/2019,0,740.3214112000005,0,0,CD8,2.0
9.333333,WT C-term,0,3/1/2019,0,162.35998530000018,0,0,CD8,2.0
3.111,WT C-term,0,3/1/2019,0,132.9934082000001,0,0,CD8,2.0
1.037037,WT C-term,0,3/1/2019,0,99.83349610000016,0,0,CD8,2.0
0.345679,WT C-term,0,3/1/2019,0,143.83789060000015,0,0,CD8,2.0
0.115226,WT C-term,0,3/1/2019,0,14.424438400000327,0,0,CD8,2.0
0.038409,WT C-term,0,3/1/2019,0,32.76727290000031,0,0,CD8,2.0
0.012803,WT C-term,0,3/1/2019,0,38.11688230000016,0,0,CD8,2.0
0.004268,WT C-term,0,3/1/2019,0,23.535522400000332,0,0,CD8,2.0
0.001423,WT C-term,0,3/1/2019,0,10.574340800000186,0,0,CD8,2.0
0.000474,WT C-term,0,3/1/2019,0,0.0,0,0,CD8,2.0
84.0,WT C-term,0,3/1/2019,0,1998.4350587999993,0,0,CD8,4.0
28.0,WT C-term,0,3/1/2019,0,1746.7128907999995,0,0,CD8,4.0
9.333333,WT C-term,0,3/1/2019,0,1166.8601077999997,0,0,CD8,4.0
3.111,WT C-term,0,3/1/2019,0,599.2834468000002,0,0,CD8,4.0
1.037037,WT C-term,0,3/1/2019,0,174.7448119999998,0,0,CD8,4.0
0.345679,WT C-term,0,3/1/2019,0,164.6469727,0,0,CD8,4.0
0.115226,WT C-term,0,3/1/2019,0,142.90808109999978,0,0,CD8,4.0
0.038409,WT C-term,0,3/1/2019,0,130.71746829999984,0,0,CD8,4.0
0.012803,WT C-term,0,3/1/2019,0,0.0,0,0,CD8,4.0
0.004268,WT C-term,0,3/1/2019,0,80.95965579999984,0,0,CD8,4.0
0.001423,WT C-term,0,3/1/2019,0,137.34667969999953,0,0,CD8,4.0
0.000474,WT C-term,0,3/1/2019,0,64.67456059999961,0,0,CD8,4.0
84.0,WT C-term,0,3/1/2019,0,21947.257573000003,0,0,Treg,0.5
28.0,WT C-term,0,3/1/2019,0,21145.228273,0,0,Treg,0.5
9.333333,WT C-term,0,3/1/2019,0,19100.380613,0,0,Treg,0.5
3.111,WT C-term,0,3/1/2019,0,16754.511473000002,0,0,Treg,0.5
1.037037,WT C-term,0,3/1/2019,0,14756.525142999999,0,0,Treg,0.5
0.345679,WT C-term,0,3/1/2019,0,11330.798583,0,0,Treg,0.5
0.115226,WT C-term,0,3/1/2019,0,2517.925781,0,0,Treg,0.5
0.038409,WT C-term,0,3/1/2019,0,674.463256,0,0,Treg,0.5
0.012803,WT C-term,0,3/1/2019,0,449.115722,0,0,Treg,0.5
0.004268,WT C-term,0,3/1/2019,0,339.7989500000001,0,0,Treg,0.5
0.001423,WT C-term,0,3/1/2019,0,45.4077140000004,0,0,Treg,0.5
0.000474,WT C-term,0,3/1/2019,0,0.0,0,0,Treg,0.5
84.0,WT C-term,0,3/1/2019,0,21827.038448,0,0,Treg,1.0
28.0,WT C-term,0,3/1/2019,0,17868.161497999998,0,0,Treg,1.0
9.333333,WT C-term,0,3/1/2019,0,19562.317747999998,0,0,Treg,1.0
3.111,WT C-term,0,3/1/2019,0,18040.479858,0,0,Treg,1.0
1.037037,WT C-term,0,3/1/2019,0,14019.359738000001,0,0,Treg,1.0
0.345679,WT C-term,0,3/1/2019,0,10277.087278,0,0,Treg,1.0
0.115226,WT C-term,0,3/1/2019,0,4871.607298999999,0,0,Treg,1.0
0.038409,WT C-term,0,3/1/2019,0,1144.649047,0,0,Treg,1.0
0.012803,WT C-term,0,3/1/2019,0,305.246948,0,0,Treg,1.0
0.004268,WT C-term,0,3/1/2019,0,0.0,0,0,Treg,1.0
0.001423,WT C-term,0,3/1/2019,0,123.54748499999982,0,0,Treg,1.0
0.000474,WT C-term,0,3/1/2019,0,240.28112799999985,0,0,Treg,1.0
84.0,WT C-term,0,3/1/2019,0,23152.467778000002,0,0,Treg,2.0
28.0,WT C-term,0,3/1/2019,0,21179.481448,0,0,Treg,2.0
9.333333,WT C-term,0,3/1/2019,0,24172.258788,0,0,Treg,2.0
3.111,WT C-term,0,3/1/2019,0,19441.959958,0,0,Treg,2.0
1.037037,WT C-term,0,3/1/2019,0,18651.198238,0,0,Treg,2.0
0.345679,WT C-term,0,3/1/2019,0,16774.569338,0,0,Treg,2.0
0.115226,WT C-term,0,3/1/2019,0,10429.680668,0,0,Treg,2.0
0.038409,WT C-term,0,3/1/2019,0,3032.279295999999,0,0,Treg,2.0
0.012803,WT C-term,0,3/1/2019,0,442.839843,0,0,Treg,2.0
0.004268,WT C-term,0,3/1/2019,0,284.6879879999997,0,0,Treg,2.0
0.001423,WT C-term,0,3/1/2019,0,126.21240199999988,0,0,Treg,2.0
0.000474,WT C-term,0,3/1/2019,0,0.0,0,0,Treg,2.0
84.0,WT C-term,0,3/1/2019,0,23581.347536999998,0,0,Treg,4.0
28.0,WT C-term,0,3/1/2019,0,25390.747927,0,0,Treg,4.0
9.333333,WT C-term,0,3/1/2019,0,23235.824097,0,0,Treg,4.0
3.111,WT C-term,0,3/1/2019,0,23399.263547,0,0,Treg,4.0
1.037037,WT C-term,0,3/1/2019,0,22216.945187,0,0,Treg,4.0
0.345679,WT C-term,0,3/1/2019,0,23606.951047,0,0,Treg,4.0
0.115226,WT C-term,0,3/1/2019,0,20476.185427,0,0,Treg,4.0
0.038409,WT C-term,0,3/1/2019,0,17461.390507,0,0,Treg,4.0
0.012803,WT C-term,0,3/1/2019,0,11818.605346999999,0,0,Treg,4.0
0.004268,WT C-term,0,3/1/2019,0,2749.327514,0,0,Treg,4.0
0.001423,WT C-term,0,3/1/2019,0,989.095581,0,0,Treg,4.0
0.000474,WT C-term,0,3/1/2019,0,0.0,0,0,Treg,4.0
84.0,WT C-term,0,3/1/2019,0,9524.700078,0,0,Thelper,0.5
28.0,WT C-term,0,3/1/2019,0,7964.649292000001,0,0,Thelper,0.5
9.333333,WT C-term,0,3/1/2019,0,1273.559693,0,0,Thelper,0.5
3.111,WT C-term,0,3/1/2019,0,833.3284919999999,0,0,Thelper,0.5
