kfwd,k4,k5,k16,k17,k22,k23,k27,endo,aendo,sort,krec,kdeg,initstat,k34,k35,k36,k37,k38,k39
0.001281238398842945,0.678951815548207,0.6728234064425804,0.679006770100679,0.6727995026044997,0.6795481980636932,0.679006770100679,1.000009936650441,0.10107327760091915,0.6729948390953874,0.09187760455255096,0.010723797763521769,0.13304177178299784,30000.000000052285,0.6962219345785042,0.6761376174905713,0.6761376174905713,0.6761376174905714,0.6732643108883475,0.6761363657906463
