Time,Variance,Skew,Dose,Cell,Date,Ligand,Mean,alphStatCov,Kurtosis,Bivalent
2.0,618294502.4917563,1.4385037339356845,84.0,Treg,11/8/2019,WT N-term,30619.425816423205,404196.00474052114,3.9541396322172666,0
2.0,9747992515.231258,9.066336396130671,28.0,Treg,11/8/2019,WT N-term,33640.05304886431,1750959.931667149,85.14379615023313,0
2.0,397708523.8596771,0.15029950263276146,9.333333,Treg,11/8/2019,WT N-term,22781.669978496724,-1509643.9609801425,-1.379551135066841,0
2.0,360125059.31723595,-0.261718133460586,3.111,Treg,11/8/2019,WT N-term,29553.642775680764,-1256599.788984802,-0.7165309174234498,0
2.0,188575455.50470147,-0.5732065880081323,1.037037,Treg,11/8/2019,WT N-term,25374.353901456685,-1148145.8332939674,-0.43690600988461803,0
2.0,235721586.13786516,-0.40569251169665027,0.345679,Treg,11/8/2019,WT N-term,32442.434185787057,-163095.39753462008,0.07103540849243517,0
2.0,215639283.4609164,0.12658144593662674,0.115226,Treg,11/8/2019,WT N-term,23252.370435117737,-365511.3598973304,0.21069903431308967,0
2.0,135720512.806474,0.6333971543830772,0.038409,Treg,11/8/2019,WT N-term,12023.049420326242,444209.9602153423,-0.20490562018406377,0
2.0,724315439.8864819,5.356750398879755,0.012803,Treg,11/8/2019,WT N-term,8625.759807475795,1146023.6732185187,28.92022856561494,0
2.0,68119938.9673144,1.7837007848848085,0.004268,Treg,11/8/2019,WT N-term,4820.732509569676,-31911.814070871165,2.9641498802044888,0
2.0,117432970.72079077,2.268283638798054,0.001423,Treg,11/8/2019,WT N-term,5473.840880390726,301176.7197971881,6.4970610325402856,0
2.0,16347718.764079178,1.5309532219375257,0.000474,Treg,11/8/2019,WT N-term,0.0,185475.73002975923,1.5880361652367103,0
2.0,304878258.94935703,1.17358470020388,84.0,Thelper,11/8/2019,WT N-term,16562.183381261333,1454939.7588721036,2.28872721133894,0
2.0,304387482.8748284,1.1592359024382335,28.0,Thelper,11/8/2019,WT N-term,14780.938545402707,1460634.5775110198,1.3834761026947255,0
2.0,249344742.72323444,0.9046436783931885,9.333333,Thelper,11/8/2019,WT N-term,13909.721349276235,2246461.002413807,-0.09195797056736321,0
2.0,276320781.067131,0.9418381346959741,3.111,Thelper,11/8/2019,WT N-term,15351.647895218764,2913792.958092158,0.19922592098719738,0
2.0,168738871.37632412,0.9422010918686452,1.037037,Thelper,11/8/2019,WT N-term,11132.81813261905,2201941.81038557,-0.12568024426781,0
2.0,144845300.2150225,1.5376733541068823,0.345679,Thelper,11/8/2019,WT N-term,8105.449955829124,2279043.2313670036,1.635257845559865,0
2.0,63818116.70224431,1.7419024940034147,0.115226,Thelper,11/8/2019,WT N-term,4414.196919763349,2178265.4417140977,2.1178369766839893,0
2.0,23346940.508170143,3.655196659303869,0.038409,Thelper,11/8/2019,WT N-term,1624.6721278849977,951849.7989074661,17.214285496647108,0
2.0,4220049.840822186,3.879905315189939,0.012803,Thelper,11/8/2019,WT N-term,428.40958365554525,209119.7309757667,25.84062380566329,0
2.0,7123929.744402308,5.19868135081893,0.004268,Thelper,11/8/2019,WT N-term,376.42590774017935,271744.7131182822,38.99071205272149,0
2.0,7486182.197473465,5.5998901496551206,0.001423,Thelper,11/8/2019,WT N-term,515.4836919719612,303187.9476409615,49.39977268620589,0
2.0,4495137.841104569,10.807893327023228,0.000474,Thelper,11/8/2019,WT N-term,0.0,151661.30631252468,198.5255507373737,0
1.0,495478169.8107718,1.0902516473064643,84.0,Treg,11/8/2019,WT N-term,33872.373456369096,-553637.0564286992,4.024666103573212,0
1.0,450213676.34544355,-0.04415929602482896,28.0,Treg,11/8/2019,WT N-term,33317.673847046,-766675.8414880494,-0.14532977346009446,0
1.0,304418311.0204475,-0.023909551741009782,9.333333,Treg,11/8/2019,WT N-term,23082.77225349245,-425699.46253943216,-0.8608436679500429,0
1.0,540775311.7885972,0.543547515910508,3.111,Treg,11/8/2019,WT N-term,28483.649328607167,295727.16067182453,0.9070915778222339,0
1.0,243956638.73552585,-0.04735675029079161,1.037037,Treg,11/8/2019,WT N-term,18975.84833249526,-1474668.619638809,-0.9253593637734308,0
1.0,348868495.8810293,-0.19789393566429558,0.345679,Treg,11/8/2019,WT N-term,23809.66000340546,-1858133.216874391,-0.9788347683058243,0
1.0,150983324.44343168,0.8071516371671018,0.115226,Treg,11/8/2019,WT N-term,16608.402356330913,545321.628014027,1.588569102153489,0
1.0,831633063.1067752,7.203712891927585,0.038409,Treg,11/8/2019,WT N-term,7785.066536711702,814468.0927163011,55.69091082855752,0
1.0,145829502.79851976,2.4432873276173788,0.012803,Treg,11/8/2019,WT N-term,7546.751399584502,1476581.789897274,9.196889442605478,0
1.0,56752639.24155153,2.49544081275254,0.004268,Treg,11/8/2019,WT N-term,206.36114428730707,462352.4769838582,8.859803708806346,0
1.0,41743457.38409332,0.7255090180485597,0.001423,Treg,11/8/2019,WT N-term,2763.5009784432805,-43019.38337410479,0.23831905564826616,0
1.0,81387351.4799622,3.428964573709082,0.000474,Treg,11/8/2019,WT N-term,0.0,2039548.133984813,13.672952206051818,0
1.0,294703552.5192727,0.6485414619560151,84.0,Thelper,11/8/2019,WT N-term,17670.731531559828,2005044.1945801114,-0.5848966470829704,0
1.0,293388842.32438433,0.7087962603732105,28.0,Thelper,11/8/2019,WT N-term,16604.291005677373,2309023.6382411886,-0.46980820678457835,0
1.0,269149578.3797947,0.7702172107055352,9.333333,Thelper,11/8/2019,WT N-term,15971.53570935798,1829533.1737319797,-0.3570718888430666,0
1.0,301934471.9192223,1.0199167232480808,3.111,Thelper,11/8/2019,WT N-term,14689.769571349245,1536429.7254165686,0.12733438842576295,0
1.0,163120918.89465258,0.8126931426975549,1.037037,Thelper,11/8/2019,WT N-term,12406.301659897632,2135943.8980507217,-0.12379094045170547,0
1.0,167515257.9241934,1.6939732902284375,0.345679,Thelper,11/8/2019,WT N-term,8354.3327524469,2705415.3558471478,2.2046846796057746,0
1.0,19269547.95001126,2.8791966498418904,0.115226,Thelper,11/8/2019,WT N-term,1529.8055398155275,956815.9054270736,9.594031272075899,0
1.0,7943611.265466393,3.4112974740429123,0.038409,Thelper,11/8/2019,WT N-term,683.8175329425167,551639.736581429,15.616634755016381,0
1.0,10964482.90983558,4.382143777720121,0.012803,Thelper,11/8/2019,WT N-term,804.6279161498201,602569.7712367226,26.346431907530825,0
1.0,6592255.7483553635,5.950584170729512,0.004268,Thelper,11/8/2019,WT N-term,149.26227998364925,225720.94480207047,48.16847790326134,0
1.0,6940257.617137457,7.593654425840995,0.001423,Thelper,11/8/2019,WT N-term,314.3866460504282,245011.54490787673,85.65426678556994,0
1.0,4327722.336872469,5.896596082105083,0.000474,Thelper,11/8/2019,WT N-term,0.0,173716.54743505514,52.090545098465554,0
0.5,348590730.6300144,0.599175148516271,84.0,Treg,11/8/2019,WT N-term,30901.44242569289,-718359.2161804418,1.5512369932003853,0
0.5,387543626.45142984,-0.12012533847550033,28.0,Treg,11/8/2019,WT N-term,27469.19333627273,294510.8161242982,-0.6122780857672905,0
0.5,380422488.54210657,-0.21131611820664836,9.333333,Treg,11/8/2019,WT N-term,32000.3820672003,390596.1616694158,-0.1194298022138609,0
0.5,540031271.9890918,0.11979491170865093,3.111,Treg,11/8/2019,WT N-term,27055.1968133126,-2370588.2995734774,-0.05380076231340292,0
0.5,191013636.54119372,-0.03646395928184709,1.037037,Treg,11/8/2019,WT N-term,25312.73630968813,514149.84618665854,-0.6142859456906669,0
0.5,297722052.06311226,0.140731836789667,0.345679,Treg,11/8/2019,WT N-term,31161.800693452788,-1049412.4891572252,1.1630471232807924,0
0.5,135706403.4188948,0.11701672736777215,0.115226,Treg,11/8/2019,WT N-term,17325.736640147254,194826.80105954554,-0.2017081782685919,0
0.5,152391479.44070625,0.46568896799144194,0.038409,Treg,11/8/2019,WT N-term,10540.711281996897,-969646.5494725896,-0.5635994058521057,0
0.5,97273812.94838178,1.4884466821500553,0.012803,Treg,11/8/2019,WT N-term,3178.047424871468,47693.76984895336,1.7127305543560238,0
0.5,73354885.1331767,1.5376168251426594,0.004268,Treg,11/8/2019,WT N-term,1435.552905458103,256263.9853102655,1.7102928651375198,0
0.5,565494392.5406502,6.243888319868852,0.001423,Treg,11/8/2019,WT N-term,1319.5492487664842,-65492.135559086906,39.040069413013555,0
0.5,30917065.476554032,1.3208865698965198,0.000474,Treg,11/8/2019,WT N-term,0.0,117641.71647123182,1.8725173644697293,0
0.5,298155728.8110625,0.5931629495975228,84.0,Thelper,11/8/2019,WT N-term,19986.071326802514,911626.3486671421,0.06173171840764624,0
0.5,323294114.9159456,0.46222124100599704,28.0,Thelper,11/8/2019,WT N-term,20685.578412629657,1112191.2963639353,-0.660878838385448,0
0.5,296747228.7049393,0.5459885809974849,9.333333,Thelper,11/8/2019,WT N-term,18614.86559570115,1617618.032194586,-0.6668740524631587,0
0.5,299332161.5850268,0.6829561156693785,3.111,Thelper,11/8/2019,WT N-term,17046.132284431253,2518246.187253487,-0.531295496815289,0
0.5,118316908.13637218,1.3211534147321096,1.037037,Thelper,11/8/2019,WT N-term,7977.616692011123,2653660.8217557105,0.9343069645586017,0
0.5,164547599.5496002,1.3847489249443343,0.345679,Thelper,11/8/2019,WT N-term,9511.48647073995,2639615.263968015,1.1401561733360612,0
0.5,71081783.19915502,12.68138224684226,0.115226,Thelper,11/8/2019,WT N-term,2519.5820141167,1441429.9957288685,265.1082387024867,0
0.5,28306312.958246365,3.4067622565732067,0.038409,Thelper,11/8/2019,WT N-term,1698.0437732535784,1132096.592743496,13.038231518753744,0
0.5,5460314.744133249,9.105167505434597,0.012803,Thelper,11/8/2019,WT N-term,0.0,209921.82768245903,137.87051274095904,0
0.5,5649279.10570341,4.675354244009711,0.004268,Thelper,11/8/2019,WT N-term,217.90122662295198,229253.4669138615,32.835708573893406,0
0.5,24922591.01857208,22.81955178442092,0.001423,Thelper,11/8/2019,WT N-term,70.50190652405149,77108.00901206935,613.5411845918823,0
0.5,7650368.082853364,6.435771247575721,0.000474,Thelper,11/8/2019,WT N-term,63.45434006412688,233349.65135834544,59.28309406066699,0
4.0,884651046.4845423,2.502164031486765,84.0,Treg,11/8/2019,WT N-term,24877.1132242866,-527476.9920662175,9.365628845805356,1
4.0,1442118839.8073053,3.221276881768598,28.0,Treg,11/8/2019,WT N-term,24851.83975326235,-2053884.321523609,11.112797195302083,1
4.0,696239170.8309641,3.6278167523989304,9.333333,Treg,11/8/2019,WT N-term,19008.608402563732,1490836.4682490746,19.332478517917778,1
4.0,268388807.18314055,0.6679795256815724,3.111,Treg,11/8/2019,WT N-term,15002.662262845623,-1438407.0243165807,-0.01165058185545087,1
4.0,138573986.04211444,1.049635091853802,1.037037,Treg,11/8/2019,WT N-term,9345.458578211439,67180.34564226386,3.35867784366813,1
4.0,297895653.9393696,0.788840474528905,0.345679,Treg,11/8/2019,WT N-term,16230.485759259182,-554594.4402937236,1.691523684652899,1
4.0,159911215.45160437,2.6158745019991483,0.115226,Treg,11/8/2019,WT N-term,10996.406069366121,-407781.3359878067,13.98481281193044,1
4.0,201917763.1873299,0.7226386299373069,0.038409,Treg,11/8/2019,WT N-term,11432.470101177421,14550.76163901108,1.7417414648848348,1
4.0,191335089.82318053,-0.03465692611654448,0.012803,Treg,11/8/2019,WT N-term,10472.51226667833,-690411.6734446946,-0.9898353071913268,1
4.0,278777960.4601267,1.7928051757908114,0.004268,Treg,11/8/2019,WT N-term,9189.326319980608,2113945.1522268127,6.351066041383451,1
4.0,125848057.74479,1.1517281868107212,0.001423,Treg,11/8/2019,WT N-term,0.0,-30156.80970813396,0.8497856260652803,1
4.0,117100497.35102326,1.2099960096075781,0.000474,Treg,11/8/2019,WT N-term,697.1298531101856,721853.5152989522,1.3747904122434855,1
4.0,317228117.20678174,1.0310645580996796,84.0,Thelper,11/8/2019,WT N-term,14984.36401059545,1287755.7216310366,0.6416111347905034,1
4.0,317535504.84110683,1.1271740721676573,28.0,Thelper,11/8/2019,WT N-term,14877.954722798075,1388333.6698360376,1.8184655883594223,1
4.0,226346991.0270841,0.7081843661810189,9.333333,Thelper,11/8/2019,WT N-term,13956.538266607919,1562577.2801351226,-0.20846746438310504,1
4.0,239332933.30874133,0.8238782097594008,3.111,Thelper,11/8/2019,WT N-term,13021.321138667485,1413707.7174730704,-0.09327950334278912,1
4.0,168257495.5479808,0.9142426064312578,1.037037,Thelper,11/8/2019,WT N-term,11126.124718789071,903734.1381488369,0.4333446002189927,1
4.0,258713683.42292082,0.8797303937334311,0.345679,Thelper,11/8/2019,WT N-term,13095.102434548176,1358612.7030396217,0.0534833105426995,1
4.0,159701717.46466815,0.6330391786641791,0.115226,Thelper,11/8/2019,WT N-term,12062.465044813434,784534.1328347706,-0.2475952674329931,1
4.0,238042643.0838999,0.6839868353248978,0.038409,Thelper,11/8/2019,WT N-term,13914.64552365026,1535788.0884522838,-0.3585322391326238,1
4.0,173549874.7537113,1.2705190967285687,0.012803,Thelper,11/8/2019,WT N-term,9204.631660657687,1248357.8220260476,1.5198069090442585,1
4.0,78390918.60066251,2.047268108340726,0.004268,Thelper,11/8/2019,WT N-term,3682.899920074208,1290233.7838378702,4.2459927557917965,1
4.0,31700027.582842976,4.094085075480622,0.001423,Thelper,11/8/2019,WT N-term,192.83744732858395,687125.066857388,19.189673554834172,1
4.0,20662816.385469057,3.576714730330321,0.000474,Thelper,11/8/2019,WT N-term,0.0,553014.3322136288,17.136828250038878,1
2.0,325750664.5474102,0.1855992575473605,84.0,Treg,11/8/2019,WT N-term,21317.424615562613,-1124302.2855052776,-0.9788275498281327,1
2.0,302312911.2860478,0.39797561798654785,28.0,Treg,11/8/2019,WT N-term,17433.071630708055,-879347.226758989,-0.7508287391545814,1
2.0,365861988.9818658,0.5728921427485791,9.333333,Treg,11/8/2019,WT N-term,19137.51805466381,-1433655.604926599,-0.10896740507070479,1
2.0,515516037.31518584,2.9826007637308156,3.111,Treg,11/8/2019,WT N-term,17225.257383791697,-1173588.3865537858,17.507195133959954,1
2.0,142025125.23443457,0.007249751577818041,1.037037,Treg,11/8/2019,WT N-term,16365.101200783214,-380275.6628190594,-0.648211886619007,1
2.0,338468148.4882067,0.18443812987753813,0.345679,Treg,11/8/2019,WT N-term,18358.790153413665,-532802.4378822736,-1.4120971353031941,1
2.0,125807531.2822523,0.22163260846114308,0.115226,Treg,11/8/2019,WT N-term,20211.737674967997,-1012912.5709178293,-0.21965732576190522,1
2.0,262061792.12527812,0.4765264181797194,0.038409,Treg,11/8/2019,WT N-term,20982.41424983892,11384.600659647032,-0.5198356207315786,1
2.0,298036588.6482427,0.36565889917102007,0.012803,Treg,11/8/2019,WT N-term,17597.225269188693,739637.3175515677,-0.9154993531408548,1
2.0,113675210.48261532,0.6170856138406112,0.004268,Treg,11/8/2019,WT N-term,8384.313710634164,221547.9299230567,-0.6577778785928907,1
2.0,28079148.116810355,1.9514781128966232,0.001423,Treg,11/8/2019,WT N-term,0.0,296422.2640401831,3.3624554501995583,1
2.0,70704605.49845529,2.0925811779653825,0.000474,Treg,11/8/2019,WT N-term,1865.369742680682,511123.95739162277,4.228426449579499,1
2.0,237253147.14184716,0.9555968360414003,84.0,Thelper,11/8/2019,WT N-term,13478.100883129699,850240.5066909186,-0.12749271923901917,1
2.0,216480929.70986685,1.1462000365078444,28.0,Thelper,11/8/2019,WT N-term,12331.327577528746,990266.6203580931,0.6323186510832319,1
2.0,203081086.98189747,1.3245456084631069,9.333333,Thelper,11/8/2019,WT N-term,10576.598436347538,891816.4030564779,1.0912911855754537,1
2.0,202301723.23098996,1.3949706453384325,3.111,Thelper,11/8/2019,WT N-term,10392.65739430566,986205.9832414064,1.3826855106233182,1
2.0,165922514.9409589,1.0852701700389298,1.037037,Thelper,11/8/2019,WT N-term,10696.79852631278,1281214.7621404412,0.4841681223384944,1
2.0,220699303.23434,1.3060425108159215,0.345679,Thelper,11/8/2019,WT N-term,10912.635536067512,916267.1876203386,0.8852121245646813,1
2.0,125016455.43112779,0.9656231866385327,0.115226,Thelper,11/8/2019,WT N-term,9598.00658733064,1355604.58121204,0.19235510845802972,1
2.0,144289220.54778528,1.4474842105764885,0.038409,Thelper,11/8/2019,WT N-term,8551.546275270512,2331350.299965756,1.294489725721534,1
2.0,55761959.507282466,2.2953323608078926,0.012803,Thelper,11/8/2019,WT N-term,3799.4991333163844,1355743.4658381203,5.014629846863066,1
2.0,13070311.607561275,4.118614758529881,0.004268,Thelper,11/8/2019,WT N-term,1137.418930065169,410793.0249257348,22.790521888841873,1
2.0,2790649.4542055107,3.4254349489766636,0.001423,Thelper,11/8/2019,WT N-term,99.86570506321368,111168.40056119024,18.949027549693565,1
2.0,2065358.1451523632,4.413461821457239,0.000474,Thelper,11/8/2019,WT N-term,0.0,76775.72218068803,43.420536078871514,1
1.0,579565844.8366127,1.0718062927103675,84.0,Treg,11/8/2019,WT N-term,28627.838270621105,-739852.9476659679,3.2987799096135015,1
1.0,402605550.48301506,0.3030631642058781,28.0,Treg,11/8/2019,WT N-term,21629.831732259925,-2467702.0764113315,-0.26603585077406056,1
1.0,370329637.73872626,-0.22169705378967106,9.333333,Treg,11/8/2019,WT N-term,25559.137874033557,-2103433.7149717333,-0.843907237179959,1
1.0,474575886.585746,0.5854162479200787,3.111,Treg,11/8/2019,WT N-term,24206.756689840302,-854003.9732824522,0.999707885010801,1
1.0,162538578.55390778,-0.011624069371582252,1.037037,Treg,11/8/2019,WT N-term,15151.568504792778,-1037721.7418486716,-0.8126709504433927,1
1.0,294985569.41450435,0.2549534525106755,0.345679,Treg,11/8/2019,WT N-term,19027.134542416483,-1355730.277388366,-0.9961857555737912,1
1.0,165398584.86739266,0.8023295933177157,0.115226,Treg,11/8/2019,WT N-term,18649.201942589716,-130602.7358124125,2.2812097837199268,1
1.0,319930588.0837951,0.761237830561006,0.038409,Treg,11/8/2019,WT N-term,16746.863961813644,-1010675.6246847986,-0.26629630265480797,1
1.0,173751659.16791764,0.28122495490606647,0.012803,Treg,11/8/2019,WT N-term,14113.857238523784,-714807.7542030141,-0.7803269102684145,1
1.0,111245022.28145397,0.9948512013456676,0.004268,Treg,11/8/2019,WT N-term,8970.526942772585,253085.9965789303,0.7328606881874222,1
1.0,26635551.126796696,1.7487333317454166,0.001423,Treg,11/8/2019,WT N-term,0.0,309988.4142758302,3.8451082712167777,1
1.0,62454784.64617323,2.796216287181208,0.000474,Treg,11/8/2019,WT N-term,2306.8856298893825,804065.7018195117,10.26200875125071,1
1.0,261874289.25462043,0.9546951014878327,84.0,Thelper,11/8/2019,WT N-term,14816.912247291668,1466198.7717852003,0.16502232715425613,1
1.0,234769833.73318878,0.9517061965080698,28.0,Thelper,11/8/2019,WT N-term,13947.206074731866,1231993.4903985944,0.17265747507407703,1
1.0,246695528.6657099,1.1080218386055045,9.333333,Thelper,11/8/2019,WT N-term,12984.90944694772,1310129.3163440328,0.34179024413141246,1
1.0,224106713.39037699,1.1425374850126337,3.111,Thelper,11/8/2019,WT N-term,12588.271143330921,1466445.3721863837,0.5240136641626956,1
1.0,129269957.91438995,0.8937517286024814,1.037037,Thelper,11/8/2019,WT N-term,10513.37327140568,1407023.8301552397,0.07060758644785414,1
1.0,211246243.03686297,0.9875893738918474,0.345679,Thelper,11/8/2019,WT N-term,14076.262556731788,1327579.5227183881,0.9539617040045845,1
1.0,136348713.6304597,0.8611452605996308,0.115226,Thelper,11/8/2019,WT N-term,11486.441057102465,1917381.629538783,0.09369612058631605,1
1.0,112553585.7512598,1.4922133070662427,0.038409,Thelper,11/8/2019,WT N-term,8055.563308213436,2319873.3914112146,1.5799274063632716,1
1.0,32956727.011044882,2.4913128752661833,0.012803,Thelper,11/8/2019,WT N-term,2896.0624192043188,1323860.3410381994,7.238649708936618,1
1.0,9512708.730927246,3.1264836685142723,0.004268,Thelper,11/8/2019,WT N-term,891.3074826144336,656250.7204276827,12.155223313753362,1
1.0,2353115.084165279,2.3366473492466695,0.001423,Thelper,11/8/2019,WT N-term,0.0,159690.3788860735,9.86507974286832,1
1.0,4560510.300836117,4.369064090798617,0.000474,Thelper,11/8/2019,WT N-term,191.68593090633226,239972.03191359763,30.44749382172975,1
0.5,620399814.3956628,0.3198214806393076,84.0,Treg,11/8/2019,WT N-term,33024.996652666785,-188302.41891533745,-0.03152179823123147,1
0.5,488581359.0981125,-0.03192293001839159,28.0,Treg,11/8/2019,WT N-term,27851.457771051148,-4040905.189052867,-0.837174429004472,1
0.5,327549062.45533115,0.33951629105411374,9.333333,Treg,11/8/2019,WT N-term,32603.486911456883,935140.093714858,1.2333328936964554,1
0.5,359908004.14420396,0.17999940748609242,3.111,Treg,11/8/2019,WT N-term,26111.04999146501,-59368.048833235574,0.30760573842459715,1
0.5,227159810.69642183,-0.4560865662280922,1.037037,Treg,11/8/2019,WT N-term,27935.31838742988,-1547415.781311002,-0.04206521873658442,1
0.5,471327097.5883273,0.7846540147042415,0.345679,Treg,11/8/2019,WT N-term,22533.552778113226,-1123806.1620658946,1.3939687953772006,1
0.5,351944849.53049964,-0.08065381770674579,0.115226,Treg,11/8/2019,WT N-term,21540.562602220725,-1861409.9904089323,-0.9078789683010995,1
0.5,169241418.68743524,-0.18910056659949206,0.038409,Treg,11/8/2019,WT N-term,16320.326662549356,-52101.32885755448,-0.7281102387263791,1
0.5,804184489.8076516,6.275282125121625,0.012803,Treg,11/8/2019,WT N-term,11987.891448790913,2275641.853673924,44.42738033525074,1
0.5,194515922.38998246,4.77896131464376,0.004268,Treg,11/8/2019,WT N-term,3182.5992096405034,234373.8481051384,28.42912573554973,1
0.5,30958736.45725839,1.4068583282717728,0.001423,Treg,11/8/2019,WT N-term,0.0,267254.740793627,1.9863078154906892,1
0.5,68788123.47002567,1.9335605047680244,0.000474,Treg,11/8/2019,WT N-term,1369.1963396464007,112742.77816722011,4.748789222837222,1
0.5,351920985.4260643,0.6078295983534121,84.0,Thelper,11/8/2019,WT N-term,20423.15718351403,898833.4864618575,-0.3583681202986648,1
0.5,383347289.3036545,0.4339067225670451,28.0,Thelper,11/8/2019,WT N-term,23855.261971221847,1305238.8931846218,-0.5868110978080194,1
0.5,306112411.62723243,0.6169372201525343,9.333333,Thelper,11/8/2019,WT N-term,18337.27357513834,1205837.1860207303,-0.598788284604236,1
0.5,337393811.96698344,0.5361045205874184,3.111,Thelper,11/8/2019,WT N-term,20331.43780211992,1232357.3942489554,-0.6123000607643587,1
0.5,270968181.1226517,0.48847645620343755,1.037037,Thelper,11/8/2019,WT N-term,18558.493205457737,1543805.4056623345,-0.5763991855026283,1
0.5,298611149.7367796,0.7407412564781851,0.345679,Thelper,11/8/2019,WT N-term,17785.56986296035,1493777.6028332862,-0.04032911388929383,1
0.5,127225875.60754938,1.4495808494924431,0.115226,Thelper,11/8/2019,WT N-term,8642.727040980724,2376366.4420117484,1.64923819656269,1
0.5,40616137.5924306,2.394127051776003,0.038409,Thelper,11/8/2019,WT N-term,3348.3149067763866,1491430.729797355,6.35222622729432,1
0.5,9520368.042527057,4.278379440826102,0.012803,Thelper,11/8/2019,WT N-term,548.8990658596144,551173.2610719599,25.592920096344923,1
0.5,3222658.6516863857,3.4693022534840563,0.004268,Thelper,11/8/2019,WT N-term,0.0,255894.42092202706,20.482642067851348,1
0.5,11844217.563222678,13.208644185097587,0.001423,Thelper,11/8/2019,WT N-term,390.98037530104193,368840.24095967086,267.9476099319905,1
0.5,6869915.687061766,6.095363724054372,0.000474,Thelper,11/8/2019,WT N-term,201.72664321082925,219188.40631920175,54.42441617800768,1
4.0,518554097.7368958,1.7025582099853813,84.0,Treg,11/8/2019,H16N N-term,28279.25221847197,-649520.6673020475,5.54863611344976,0
4.0,319892903.33161896,0.5957216319153154,28.0,Treg,11/8/2019,H16N N-term,25798.042600646462,916496.3087512631,1.384109891318876,0
4.0,319555933.41568244,0.49833985038210765,9.333333,Treg,11/8/2019,H16N N-term,27294.75369465813,304279.8626752865,2.464433940171883,0
4.0,332428307.1779045,0.36455975497753806,3.111,Treg,11/8/2019,H16N N-term,27294.818071420603,510399.94645491167,0.48616992143236404,0
4.0,298022208.2605127,0.27847726718622956,1.037037,Treg,11/8/2019,H16N N-term,23387.70158793919,-298480.1073273387,0.03053759022290281,0
