Time,Variance,Skew,Dose,Cell,Date,Ligand,Mean,alphStatCov,Kurtosis,Bivalent
0.5,53967305.6047772,0.5690994863699191,0.001423,Treg,11/8/2019,H16L N-term,5192.6682669452985,131595.23023047976,-0.41205213769152094,0
0.5,66855795.31486911,2.902251693028522,0.000474,Treg,11/8/2019,H16L N-term,0.0,187096.66365766435,8.182357766409385,0
0.5,151113635.26917908,1.5481542716123842,84.0,Thelper,11/8/2019,H16L N-term,14371.117327845079,1279563.9113902631,2.121709627010742,0
0.5,122639963.38609062,1.6786612031569945,28.0,Thelper,11/8/2019,H16L N-term,12857.034964819633,820918.428463107,2.844176110415648,0
0.5,20680140.77569563,3.562572651348345,9.333333,Thelper,11/8/2019,H16L N-term,7096.973248107231,428569.8559909234,25.738595657026323,0
0.5,13789884.951461555,1.3650583613396956,3.111,Thelper,11/8/2019,H16L N-term,7190.565383187949,325380.6633004466,5.077202447447442,0
0.5,11813042.219998818,1.4547192335372996,1.037037,Thelper,11/8/2019,H16L N-term,7075.866832125784,254805.1824229541,7.977378241041217,0
0.5,12155863.47325734,1.661790029747896,0.345679,Thelper,11/8/2019,H16L N-term,7607.711342419688,191820.19925572907,9.4473000431103,0
0.5,9935589.49407465,0.51939515708428,0.115226,Thelper,11/8/2019,H16L N-term,7385.314599107246,120072.64831783978,1.5642237953312206,0
0.5,9642547.886203242,1.3647788855817753,0.038409,Thelper,11/8/2019,H16L N-term,6099.130434850894,129275.06226435925,8.213528875908843,0
0.5,11000095.74735974,2.6371711098326016,0.012803,Thelper,11/8/2019,H16L N-term,5588.435106043895,186350.39980874734,30.783420355991822,0
0.5,4205795.864186209,3.3322451143175993,0.004268,Thelper,11/8/2019,H16L N-term,143.8369251882441,301840.3179786715,18.843638122732877,0
0.5,7742447.074170577,4.056752698845708,0.001423,Thelper,11/8/2019,H16L N-term,361.68616664757315,424191.0662598511,24.088256444004035,0
0.5,13211781.199531721,14.934524959326389,0.000474,Thelper,11/8/2019,H16L N-term,0.0,188800.00537060286,285.25828697359475,0
4.0,415713090.5466474,2.975839077997014,84.0,Treg,11/27/2019,WT N-term,25318.61194280336,-175679.00880806684,8.851184369138053,0
4.0,2248881099.523947,5.692687461637323,28.0,Treg,11/27/2019,WT N-term,30552.956387734277,308579.0031126455,34.35135657636594,0
4.0,769835129.5134829,1.8731887963267353,9.333333,Treg,11/27/2019,WT N-term,28325.109172540655,-209854.67715711473,2.732139016497701,0
4.0,279551036.4510924,0.24215550306110117,3.111,Treg,11/27/2019,WT N-term,16969.166714740797,-1428299.5369360042,-0.5530285632891445,0
4.0,201783802.86749762,1.6581899278736025,1.037037,Treg,11/27/2019,WT N-term,17197.63045566882,-55576.4319090584,5.501317625188106,0
4.0,198100060.76873493,0.5673708016511717,0.345679,Treg,11/27/2019,WT N-term,13843.645411435773,162439.93746321352,0.6133521202332965,0
4.0,214805009.09196267,0.17598828056805868,0.115226,Treg,11/27/2019,WT N-term,13476.939140634786,-1460427.2152333362,-1.0056621401821801,0
4.0,163693486.59017268,0.5700915194173961,0.038409,Treg,11/27/2019,WT N-term,17860.0200140424,278286.39499038993,0.4155128229123597,0
4.0,89045486.2734176,-0.06230661314540508,0.012803,Treg,11/27/2019,WT N-term,12365.601422109896,-452166.4576514579,-0.21883586869157412,0
4.0,112010893.47107649,0.7090305839189214,0.004268,Treg,11/27/2019,WT N-term,5122.246080027586,-4949.6507494136,-0.4372283118891378,0
4.0,65548708.95225879,0.41856311019930614,0.001423,Treg,11/27/2019,WT N-term,3552.760894131128,677861.6247001312,-0.6465890618141485,0
4.0,64348017.71900961,1.5630452273431674,0.000474,Treg,11/27/2019,WT N-term,0.0,379846.2406438381,1.5118282186288532,0
4.0,270757621.68752396,0.977342438802611,84.0,Thelper,11/27/2019,WT N-term,19468.222023343642,1275816.8162791973,2.2246262874942904,0
4.0,254242534.85137442,0.3346978659498388,28.0,Thelper,11/27/2019,WT N-term,19969.95245027383,13574.167085468898,-0.6562390058961736,0
4.0,290454935.3364064,0.7999551718899929,9.333333,Thelper,11/27/2019,WT N-term,21853.127032842778,610463.0735492468,2.0068972317308313,0
4.0,278898833.5237151,0.8805386309767653,3.111,Thelper,11/27/2019,WT N-term,20836.622675504215,206855.31995433042,2.093480019496023,0
4.0,211580888.1683086,0.2450656473234817,1.037037,Thelper,11/27/2019,WT N-term,17268.975071635472,835621.3499476634,-0.985351303580503,0
4.0,201664056.78053743,0.40200829205461325,0.345679,Thelper,11/27/2019,WT N-term,17197.764438540024,687674.697864859,-0.4903189265727361,0
4.0,161785384.85595825,0.5827380925803577,0.115226,Thelper,11/27/2019,WT N-term,13582.717465933962,1750620.0901981415,-0.7157383370616328,0
4.0,82334118.61684686,1.1091225210472564,0.038409,Thelper,11/27/2019,WT N-term,6912.2547195448715,1551147.5315546873,0.1912767345538584,0
4.0,41807347.27375931,2.1708829748985194,0.012803,Thelper,11/27/2019,WT N-term,3272.1695335459367,1399610.1617825376,4.9814499551381015,0
4.0,13692409.663449502,3.140226026583055,0.004268,Thelper,11/27/2019,WT N-term,1001.7108114509601,814713.5075643,12.267628496392268,0
4.0,4377228.873648989,2.77901182268322,0.001423,Thelper,11/27/2019,WT N-term,56.518169803316596,322991.8495988213,9.796847686232692,0
4.0,6544134.974330398,9.501384166091752,0.000474,Thelper,11/27/2019,WT N-term,0.0,170277.39799858246,130.28782052658056,0
2.0,462809940.0003219,1.0569735649036054,84.0,Treg,11/27/2019,WT N-term,23232.159733576395,-573072.0069336132,0.9576728398444678,0
2.0,415677882.89969707,2.158266594258115,28.0,Treg,11/27/2019,WT N-term,24615.035347262172,-1609032.4407686973,5.40505593048117,0
2.0,139226015.27557874,-0.29042041101149857,9.333333,Treg,11/27/2019,WT N-term,19970.59633023985,-1614988.586708523,-0.9136231586090275,0
2.0,132893588.19980735,-0.26950121376207603,3.111,Treg,11/27/2019,WT N-term,19940.57979022744,-845745.0091070769,-0.09939599720558556,0
2.0,125981637.39997755,-0.2715558961779118,1.037037,Treg,11/27/2019,WT N-term,22116.939660029086,-394125.45750928123,-0.3639956486944511,0
2.0,169894926.8574531,-0.26175024624111415,0.345679,Treg,11/27/2019,WT N-term,21920.60111362306,-566634.0203074499,-0.4560548473166075,0
2.0,158710571.15322503,0.8061201848953762,0.115226,Treg,11/27/2019,WT N-term,16821.917823180585,-202027.17014933677,1.675831483641688,0
2.0,103963600.64373711,0.52943109465615,0.038409,Treg,11/27/2019,WT N-term,10998.962281563527,749901.5792272119,-0.4283406476714813,0
2.0,87152650.33903359,1.603574987403357,0.012803,Treg,11/27/2019,WT N-term,5230.43312074409,406061.1271577546,2.0897852252817657,0
2.0,86473719.14631093,1.7952193536738204,0.004268,Treg,11/27/2019,WT N-term,4577.013557606084,-24252.36653224766,2.4758449086263425,0
2.0,32533349.24466908,3.5646745345570325,0.001423,Treg,11/27/2019,WT N-term,0.0,-211143.0966084046,12.20156454481277,0
2.0,57136245.59860814,2.3586056360546066,0.000474,Treg,11/27/2019,WT N-term,1631.6113508395465,3402.0390729540272,5.349779348486049,0
2.0,198035774.230055,0.45088667786227704,84.0,Thelper,11/27/2019,WT N-term,16096.381242271364,1532476.6586599469,-0.8741997319089845,0
2.0,157687518.6948773,0.6444372744187239,28.0,Thelper,11/27/2019,WT N-term,14350.24130287698,1308579.1492369995,-0.06388299091377858,0
2.0,176915320.34964022,0.5924706253190036,9.333333,Thelper,11/27/2019,WT N-term,14959.454412699948,1775360.3398405921,-0.6092261955133123,0
2.0,114009953.22234507,0.7405187583138014,3.111,Thelper,11/27/2019,WT N-term,11299.344053591209,1363198.7375838547,0.09650396152632634,0
2.0,366614486.2576606,13.452943855095606,1.037037,Thelper,11/27/2019,WT N-term,8892.799011111336,1280557.7113278203,239.87555849166694,0
2.0,91729174.58264682,1.230595274507117,0.345679,Thelper,11/27/2019,WT N-term,7572.449284290168,2248402.6373332157,0.8398342474375871,0
2.0,34448422.93322712,2.06398300799685,0.115226,Thelper,11/27/2019,WT N-term,3020.2998357402885,1200750.8897865121,3.743343887715141,0
2.0,9724379.455541229,3.081184373912883,0.038409,Thelper,11/27/2019,WT N-term,971.9331174834135,640765.6908172584,11.53560311772448,0
2.0,2364326.933817094,3.83714660013536,0.012803,Thelper,11/27/2019,WT N-term,85.38672199081384,96165.80770026367,24.22153219877581,0
2.0,4446082.803682617,5.154751004125821,0.004268,Thelper,11/27/2019,WT N-term,263.2398054252096,225009.5334264627,41.46539950201679,0
2.0,2191302.018648283,3.530486859614974,0.001423,Thelper,11/27/2019,WT N-term,176.96066321810054,30188.15494809769,19.17002904323069,0
2.0,2702238.9578902256,3.1394516506909964,0.000474,Thelper,11/27/2019,WT N-term,0.0,-56311.00309151317,12.543050513360983,0
1.0,1269679363.3710327,0.9360142400044689,84.0,Treg,11/27/2019,WT N-term,44819.48551759777,1867227.9361166349,-0.07001788022647792,0
1.0,204624153.21214786,1.2866545767585955,28.0,Treg,11/27/2019,WT N-term,18440.903846745045,-442620.162047057,2.2210519587641597,0
1.0,86938221.89986756,1.2172291924180845,9.333333,Treg,11/27/2019,WT N-term,20431.630450591147,-192479.1433059777,5.114710803950711,0
1.0,130938714.45319511,0.1212573414616808,3.111,Treg,11/27/2019,WT N-term,14441.18364639902,-1030861.4919254231,-0.8630528587627087,0
1.0,90869815.89074841,0.33839658561130004,1.037037,Treg,11/27/2019,WT N-term,14885.052252183339,223872.53057552865,1.0166486270554316,0
1.0,5556896990.963187,4.903258934401125,0.345679,Treg,11/27/2019,WT N-term,31004.18694197877,-596166.9834364639,22.39684613227121,0
1.0,52025428.03146851,0.3913568198251875,0.115226,Treg,11/27/2019,WT N-term,12809.641394147002,380314.2135331097,0.37718381431895764,0
1.0,39659687.38632275,1.0655057569069881,0.038409,Treg,11/27/2019,WT N-term,4231.813759352867,826073.0451281397,0.2394375978118033,0
1.0,53392684.548176914,2.3422652435033227,0.012803,Treg,11/27/2019,WT N-term,2438.221745381563,-130679.78073928972,5.109035429103383,0
1.0,32871272.24562268,3.734030149026307,0.004268,Treg,11/27/2019,WT N-term,564.1038124769216,220151.04467248003,16.266193419817064,0
1.0,13248432.419119043,3.067487862599391,0.001423,Treg,11/27/2019,WT N-term,0.0,43007.31538664917,10.03396527543327,0
1.0,12558971.574915497,1.43945619188126,0.000474,Treg,11/27/2019,WT N-term,255.600036389279,2684.165996590273,0.6348923378370825,0
1.0,190517297.82104176,1.3951024605089895,84.0,Thelper,11/27/2019,WT N-term,13457.222414549195,1339470.658438186,3.4260694917778967,0
1.0,113293710.75855252,1.213443915222986,28.0,Thelper,11/27/2019,WT N-term,10282.04250546736,770142.1181466492,3.0062895104040273,0
1.0,88660697.61580688,0.8368931914890629,9.333333,Thelper,11/27/2019,WT N-term,9161.897588421722,770644.2986692245,-0.15711275036126704,0
1.0,83849351.58174089,0.7043718703940361,3.111,Thelper,11/27/2019,WT N-term,9367.877949474692,1390276.3740709822,-0.4302512258551108,0
1.0,49164084.21919865,1.4812166543056358,1.037037,Thelper,11/27/2019,WT N-term,5136.776189347418,1035893.8770029454,1.8236347427529314,0
1.0,41698637.79960199,2.3398904017197797,0.345679,Thelper,11/27/2019,WT N-term,3496.078776761112,1342786.7614823033,5.980729384055916,0
1.0,9309906.486749314,3.8527949918490387,0.115226,Thelper,11/27/2019,WT N-term,850.1592090165955,416334.353969815,20.674303797099306,0
1.0,2549315.0609139167,4.12739366216792,0.038409,Thelper,11/27/2019,WT N-term,79.23702565401868,109735.00918914925,29.136097283867635,0
1.0,3072302.8341868925,3.5022146188921752,0.012803,Thelper,11/27/2019,WT N-term,150.79717382064837,69428.72206305416,15.910603482599722,0
1.0,5863224.140043139,10.893624480482579,0.004268,Thelper,11/27/2019,WT N-term,100.2299366493246,50111.30386773231,177.86077263377,0
1.0,2573199.782876547,4.9006359724191375,0.001423,Thelper,11/27/2019,WT N-term,0.0,-3725.8765613639666,37.63223886392662,0
1.0,2429309.268113774,3.130153957090118,0.000474,Thelper,11/27/2019,WT N-term,261.8410402221,54762.00097425288,15.185479468705864,0
0.5,255104932.21292898,1.2992635616813226,84.0,Treg,11/27/2019,WT N-term,25508.43247176197,-1316025.7113034604,1.6020701001910949,0
0.5,523747310.1722878,2.6684271710865897,28.0,Treg,11/27/2019,WT N-term,21824.671493364505,3450482.25213969,9.266091256081857,0
0.5,124114386.74810928,0.6318147109427937,9.333333,Treg,11/27/2019,WT N-term,18863.80469140793,484703.1845518961,1.230322905080671,0
0.5,153740397.4261126,0.8126795858608086,3.111,Treg,11/27/2019,WT N-term,10503.987081722466,-1285525.5894110105,-0.2628378222751242,0
0.5,169439934.02028173,0.4563334216448063,1.037037,Treg,11/27/2019,WT N-term,14436.167418724928,-322104.7127877008,-0.6672346700671077,0
0.5,82728714.84424405,-0.09506730169569567,0.345679,Treg,11/27/2019,WT N-term,15815.892548448553,-675670.7522913213,-0.8180440834376008,0
0.5,46150266.31531042,-0.1558443956819004,0.115226,Treg,11/27/2019,WT N-term,9059.410629019092,319187.70631385787,-0.9846739393263721,0
0.5,33546669.050891254,0.8595830710699817,0.038409,Treg,11/27/2019,WT N-term,3551.1565199950214,231405.44958307155,-0.1790082781382023,0
0.5,34128108.368233494,2.6268885538711393,0.012803,Treg,11/27/2019,WT N-term,1331.5686728943042,859933.53865911,8.424482906344533,0
0.5,61174830.45428755,2.855689318587388,0.004268,Treg,11/27/2019,WT N-term,2001.794751650848,637850.3203396349,8.968248361412208,0
0.5,38065500.43513626,3.6234903736279653,0.001423,Treg,11/27/2019,WT N-term,206.77005618409794,-84745.68272901325,15.6076356351962,0
0.5,30561384.612567857,2.5768227340172656,0.000474,Treg,11/27/2019,WT N-term,0.0,469914.41218230606,6.613654170949264,0
0.5,150344901.61792597,0.5216874780923013,84.0,Thelper,11/27/2019,WT N-term,15483.91550850378,-99963.52914747203,-0.19469612524867896,0
0.5,123473085.04951699,0.2459989370247643,28.0,Thelper,11/27/2019,WT N-term,15635.441639006876,961660.6402610593,-0.5739729211568889,0
0.5,103960601.61399052,0.5781153361490715,9.333333,Thelper,11/27/2019,WT N-term,12180.528979924567,1136342.218954043,-0.433995396626774,0
0.5,75816168.65649596,1.0971601676214278,3.111,Thelper,11/27/2019,WT N-term,7715.636926249784,1421545.3854483273,0.4589003147436399,0
0.5,62210441.36006313,1.621364016881389,1.037037,Thelper,11/27/2019,WT N-term,5879.31316876696,1534189.742629253,2.1910357555442195,0
0.5,37549738.62054975,2.131687517068346,0.345679,Thelper,11/27/2019,WT N-term,3633.9345255473927,1692302.0643852525,4.50695971507436,0
0.5,10078112.483067313,3.2160271363819386,0.115226,Thelper,11/27/2019,WT N-term,1292.699862723255,458195.620202793,12.33505000838392,0
0.5,2718719.4488481903,3.3916603850502685,0.038409,Thelper,11/27/2019,WT N-term,448.36701295952594,151207.44087162643,15.592537829212358,0
0.5,2252932.9006465543,3.7069452095437594,0.012803,Thelper,11/27/2019,WT N-term,294.13125595097245,54664.81447855666,18.45437212162905,0
0.5,2059643.0247369474,3.22684102409342,0.004268,Thelper,11/27/2019,WT N-term,359.4329646991016,46692.84708989505,15.618740988031831,0
0.5,2542265.8661678685,5.564122884779238,0.001423,Thelper,11/27/2019,WT N-term,209.4099585172371,45390.542632043485,43.11494391899997,0
0.5,1128787.6219226336,3.9994822075955585,0.000474,Thelper,11/27/2019,WT N-term,0.0,3110.06784346519,26.33311370367864,0
4.0,82790376.73590326,1.3448107917241834,84.0,Treg,11/27/2019,V91K C-term,13378.75396427978,-934167.07382531,3.107471554187944,0
4.0,111076617.22262345,0.8279197012111614,28.0,Treg,11/27/2019,V91K C-term,17302.77743590843,-314895.1489215321,1.514121577636807,0
4.0,138227256.61007085,0.5507648222846261,9.333333,Treg,11/27/2019,V91K C-term,14059.735615218882,-399480.96186174423,0.0930005699140044,0
4.0,94668821.41759454,0.236759243326258,3.111,Treg,11/27/2019,V91K C-term,16679.355548266,-328787.001813563,-0.15786755855101786,0
4.0,74878449.27936241,0.4952901062961138,1.037037,Treg,11/27/2019,V91K C-term,10711.336752974099,45847.470480543474,-0.21897638703393651,0
4.0,97185017.17091753,0.628993909173777,0.345679,Treg,11/27/2019,V91K C-term,11668.11491953354,-980320.4462086158,-0.14053169225999929,0
4.0,35610080.409139834,0.6332168591409237,0.115226,Treg,11/27/2019,V91K C-term,9640.212268911273,-4997.314406072295,0.8525419010795279,0
4.0,50536018.00836222,0.8226623649063118,0.038409,Treg,11/27/2019,V91K C-term,5724.613974871365,586591.2133276556,0.4136464908390072,0
4.0,59956175.785396375,1.4627856918207771,0.012803,Treg,11/27/2019,V91K C-term,4427.370822453393,1947663.110063299,1.7551345516983634,0
4.0,44418593.72077907,1.2763584855199888,0.004268,Treg,11/27/2019,V91K C-term,2947.586617406587,978566.5129164068,0.5688430363190102,0
4.0,77995013.11522833,1.7793144656464372,0.001423,Treg,11/27/2019,V91K C-term,4488.805635560882,29447.9364645785,2.795965752386148,0
4.0,15374228.651784228,1.8321943193755625,0.000474,Treg,11/27/2019,V91K C-term,0.0,309323.651818262,2.6892313897875635,0
4.0,92033105.34213862,0.47902687027215773,84.0,Thelper,11/27/2019,V91K C-term,12085.79539176022,396684.6589333257,-0.2697591777127837,0
4.0,112276294.05151975,0.6963632849184483,28.0,Thelper,11/27/2019,V91K C-term,11447.011240981186,807260.743197,0.1620491091123677,0
4.0,118200002.13384807,0.5568528791090652,9.333333,Thelper,11/27/2019,V91K C-term,12193.034479197237,702685.5256812789,-0.58414773704289,0
4.0,84210586.33340448,1.117222967652948,3.111,Thelper,11/27/2019,V91K C-term,7909.69145495887,993679.2878110377,0.6746002289305841,0
4.0,41980189.81077368,1.4205004571528983,1.037037,Thelper,11/27/2019,V91K C-term,5002.315013025939,1317991.7542535998,1.513363950871618,0
4.0,28234890.46099821,2.334114367920822,0.345679,Thelper,11/27/2019,V91K C-term,2842.343714507002,1145543.683956846,6.473923281468277,0
4.0,10301038.352592641,3.6947712770420638,0.115226,Thelper,11/27/2019,V91K C-term,1091.6346976084412,506784.9601824398,17.307925686829275,0
4.0,8923160.433661358,5.644332944545839,0.038409,Thelper,11/27/2019,V91K C-term,995.5278783316091,384871.6867722014,50.15526956019634,0
4.0,3786751.743747801,7.366890302681922,0.012803,Thelper,11/27/2019,V91K C-term,39.4724503252462,133754.4061908174,83.24015411544964,0
4.0,1473585.309370091,1.9241221726887894,0.004268,Thelper,11/27/2019,V91K C-term,0.0,71177.38166259223,5.977206778038633,0
4.0,3748022.8467887086,4.435212814776666,0.001423,Thelper,11/27/2019,V91K C-term,154.07816940915632,141440.72475986523,26.774410408211875,0
4.0,12424851.095014023,18.78775616941084,0.000474,Thelper,11/27/2019,V91K C-term,43.038003779175824,-110660.29399010133,402.0977170941539,0
2.0,149464016.5589039,-0.26339547555026765,84.0,Treg,11/27/2019,V91K C-term,18086.775193453715,-3019867.9995682333,-1.144452469858032,0
2.0,139225606.03929308,0.48767215907129063,28.0,Treg,11/27/2019,V91K C-term,21790.130914805664,460493.4773001445,0.3249931435640807,0
2.0,150343624.6217709,0.06112033446991371,9.333333,Treg,11/27/2019,V91K C-term,14251.065229869233,-599402.6161659508,-1.0829912715136003,0
2.0,232243193.82800433,1.804063245420858,3.111,Treg,11/27/2019,V91K C-term,15113.400692137384,2091821.2006835002,3.4206947081371037,0
2.0,39013563.932593085,0.09523228462160147,1.037037,Treg,11/27/2019,V91K C-term,7769.9361749747595,49477.4332248099,-0.7669876721637174,0
2.0,42483269.787849024,0.6539328732136953,0.345679,Treg,11/27/2019,V91K C-term,8144.6522732742405,-212244.7830287228,0.09448728385792426,0
2.0,86189868.97554582,2.63489261822631,0.115226,Treg,11/27/2019,V91K C-term,5025.669596816405,1346973.0058782566,8.615010538713555,0
2.0,39411545.701556385,2.3151124886883867,0.038409,Treg,11/27/2019,V91K C-term,1099.9608888929615,375109.24153945805,4.88877300976819,0
2.0,50132357.09367281,2.4162679943605627,0.012803,Treg,11/27/2019,V91K C-term,1528.961060915186,-34004.16172098896,5.57249115802475,0
2.0,65143107.8464972,4.168480574443299,0.004268,Treg,11/27/2019,V91K C-term,2078.6226353274997,762151.541355424,19.01916460907798,0
2.0,76886063.34377086,0.5457256716046711,0.001423,Treg,11/27/2019,V91K C-term,5667.412056838387,966204.2145929278,-1.1088452539629352,0
2.0,12587205.020725977,1.3337176461174776,0.000474,Treg,11/27/2019,V91K C-term,0.0,464044.3831167793,0.6645909273447552,0
2.0,110294460.24516277,0.5976507498429577,84.0,Thelper,11/27/2019,V91K C-term,11337.052411962259,1481044.9569126945,-0.8756276500016282,0
2.0,89905487.90072569,0.67079738487981,28.0,Thelper,11/27/2019,V91K C-term,11297.355415593189,1617247.7036378568,0.11039271900806735,0
2.0,73799591.48457955,2.9724652362259736,9.333333,Thelper,11/27/2019,V91K C-term,6125.625826511813,1967126.1523388927,16.86843873600661,0
2.0,36944988.86745671,1.9267174467170527,3.111,Thelper,11/27/2019,V91K C-term,3865.3763232586543,1447685.5182232817,2.8578745922064286,0
2.0,4944900.743541384,2.8247640731035255,1.037037,Thelper,11/27/2019,V91K C-term,842.0386226203063,333806.64497890504,9.800863501215916,0
2.0,13689543.512592042,3.362688476387393,0.345679,Thelper,11/27/2019,V91K C-term,1798.9700312919174,416135.24247451976,13.755303838701607,0
2.0,4892779.742176967,8.532814404503666,0.115226,Thelper,11/27/2019,V91K C-term,591.1590196455202,49350.881339556116,107.6351205669702,0
2.0,1424913.0079981773,2.6227027671348737,0.038409,Thelper,11/27/2019,V91K C-term,230.8516953443334,41377.1156004022,15.842969700454553,0
2.0,2037731.285696253,3.766940437250386,0.012803,Thelper,11/27/2019,V91K C-term,307.0240499138424,81440.20663541216,25.875823117559293,0
2.0,2704232.641759337,7.489756568612455,0.004268,Thelper,11/27/2019,V91K C-term,262.213689806375,46473.92544820596,91.09259685404626,0
2.0,3656545.2537643,5.059277420784826,0.001423,Thelper,11/27/2019,V91K C-term,299.0504062647858,96688.33159574642,34.423987975167826,0
2.0,1939242.186560781,4.324007083086403,0.000474,Thelper,11/27/2019,V91K C-term,0.0,-42832.41861938576,28.625870421647,0
1.0,93984147.76530519,0.35310104786957464,84.0,Treg,11/27/2019,V91K C-term,15643.726189049026,1044525.2218890628,0.7047526067920225,0
1.0,67277517.54804881,-0.09597693339077881,28.0,Treg,11/27/2019,V91K C-term,14715.181485352543,-840247.2178254386,-0.9125893435534933,0
1.0,49093829.9969045,0.7123138908912033,9.333333,Treg,11/27/2019,V91K C-term,15642.77591391897,108512.82866658008,2.3203212824505774,0
1.0,47659711.60903994,0.7284832352238176,3.111,Treg,11/27/2019,V91K C-term,6657.648483543524,-23722.222261240076,0.10106316141008787,0
1.0,49001586.56120257,0.9243871558973255,1.037037,Treg,11/27/2019,V91K C-term,6336.124554053638,759497.4744831292,0.045611418432511375,0
1.0,505633806.52418834,6.521151701505383,0.345679,Treg,11/27/2019,V91K C-term,6382.1405917752745,407655.25701635116,44.34517132763892,0
1.0,15624452.41141669,2.416067089172077,0.115226,Treg,11/27/2019,V91K C-term,1133.569820149024,566037.6129560166,6.4750840590597445,0
1.0,45850920.3496816,2.5942431845034517,0.038409,Treg,11/27/2019,V91K C-term,2148.230676612072,278924.17136420275,6.9239358389072,0
1.0,52217366.943808034,3.5892896173632125,0.012803,Treg,11/27/2019,V91K C-term,1771.0642200109814,834513.3993915588,13.902449588279811,0
1.0,35187312263.990974,7.802158465414927,0.004268,Treg,11/27/2019,V91K C-term,24493.86702633328,-4788146.788853546,58.92159365433498,0
1.0,36126299.13487059,3.7316698073930636,0.001423,Treg,11/27/2019,V91K C-term,783.8031700148063,451498.38239000045,15.203004045238906,0
1.0,16879750.81154999,2.7055457267158776,0.000474,Treg,11/27/2019,V91K C-term,0.0,262722.21400034917,7.433884245687041,0
1.0,94002214.04409812,1.1924715044399996,84.0,Thelper,11/27/2019,V91K C-term,8987.607836620673,755705.9424286344,1.091702643654176,0
1.0,70524375.94134437,1.0634966943528694,28.0,Thelper,11/27/2019,V91K C-term,7889.237715683102,734147.1388417521,0.5317239242721246,0
1.0,21523150.649403106,2.4164729318654734,9.333333,Thelper,11/27/2019,V91K C-term,2526.7178654502773,748739.0548836276,6.51352573382249,0
1.0,13487880.364465147,3.8918434543776033,3.111,Thelper,11/27/2019,V91K C-term,1463.0665417766513,397545.97954083263,18.70789422643608,0
1.0,2939206.9225219795,4.406074947551157,1.037037,Thelper,11/27/2019,V91K C-term,658.4084499782406,107786.51517406465,32.94112393639421,0
1.0,2325014.375254808,5.492208516039345,0.345679,Thelper,11/27/2019,V91K C-term,472.8251889211655,53672.813442262304,55.669747488521324,0
1.0,1968867.7848401999,3.013438663311299,0.115226,Thelper,11/27/2019,V91K C-term,467.09615827943264,33299.26062609379,14.769984488198105,0
1.0,4336800.931934289,5.900563387035152,0.038409,Thelper,11/27/2019,V91K C-term,645.6333218142148,121722.4605329678,53.68703004531067,0
1.0,1386260.599871548,3.0878843867499373,0.012803,Thelper,11/27/2019,V91K C-term,171.16270608177263,42832.871708312065,18.752992723162137,0
1.0,3749362.145892512,9.480254486092848,0.004268,Thelper,11/27/2019,V91K C-term,202.28377946324088,-21346.820692486395,143.27166881223644,0
1.0,2056511.4532088852,3.891379760434309,0.001423,Thelper,11/27/2019,V91K C-term,163.8209022370953,36542.46496381143,23.15186982155818,0
1.0,2263631.651184617,5.472234695995239,0.000474,Thelper,11/27/2019,V91K C-term,0.0,37759.38440716703,43.193922927731975,0
0.5,103756286.91195953,0.12989672542025385,84.0,Treg,11/27/2019,V91K C-term,12005.429243595863,-2695018.207145182,-0.874658646172715,0
0.5,130758686.51628014,-0.4905921462594898,28.0,Treg,11/27/2019,V91K C-term,15433.278359508058,-1711837.4744757742,-1.1328526022742078,0
0.5,85729309.70723604,0.37781962029963784,9.333333,Treg,11/27/2019,V91K C-term,13506.298648552223,-931660.6540955266,-0.12767936497207177,0
0.5,60199737.42844058,0.6761241214741772,3.111,Treg,11/27/2019,V91K C-term,8610.178453056942,-764582.836013881,0.5046928468461838,0
0.5,32166700.357685477,1.236393461333421,1.037037,Treg,11/27/2019,V91K C-term,2505.839683814257,1296553.6709095014,1.31988467012986,0
0.5,20304874.544567395,1.1406952598701467,0.345679,Treg,11/27/2019,V91K C-term,1288.184487911878,163351.75877854787,1.4830323604074414,0
0.5,40454823.24551626,0.8739180181174617,0.115226,Treg,11/27/2019,V91K C-term,3665.375409969597,-141676.36375491612,0.21961002600843615,0
0.5,16155827.880768875,1.4845879701606604,0.038409,Treg,11/27/2019,V91K C-term,0.0,172346.47449170914,1.7210076822917593,0
0.5,179261070.80006385,1.6098073778513011,0.012803,Treg,11/27/2019,V91K C-term,5459.482562157308,2207614.699361069,1.731795343447672,0
0.5,46338861.217573754,0.9093252280068382,0.004268,Treg,11/27/2019,V91K C-term,2591.849839993998,639411.0547499455,-0.3921550806857317,0
0.5,41250535.96765827,0.6691710351078021,0.001423,Treg,11/27/2019,V91K C-term,3776.180120322985,756698.5326903281,-0.8941313866584943,0
0.5,125995422.53444158,1.983020603705373,0.000474,Treg,11/27/2019,V91K C-term,3960.602862434059,1442263.4926203035,3.8902792737550254,0
0.5,135726688.90822288,0.2310323622643156,84.0,Thelper,11/27/2019,V91K C-term,14305.25037871874,1315257.550568064,-1.023060333306529,0
0.5,109395109.36994088,0.36429555197434343,28.0,Thelper,11/27/2019,V91K C-term,14591.602432254369,1713453.5095718731,-0.6529388724106258,0
0.5,19506099.057723746,2.2897270905814433,9.333333,Thelper,11/27/2019,V91K C-term,2217.8369447886494,1004907.9339479802,4.9554376771373825,0
0.5,6876457.346331007,6.215026843214745,3.111,Thelper,11/27/2019,V91K C-term,895.3411962693194,97725.8972181546,60.41188713680615,0
