Fit
-7.031832973
43.44900762
-2.826676165
-2.252168461
-2.252168461
-2.252168461
-2.252168461
0.541324855
-4.166342811
-76.06628324
-38.47434666
-26.76655231
-2.412979549
54.41842173
48.44058536
6.518276872
9.463972122
-12.15315074
235.3644181
-1.192749249
-1.192010689
-2.666342075
-3.210864275
